what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1418710790034
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1418710790034
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1418710790034
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1418710790034
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1418710790034
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1418710790044
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1418710790044
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1418710790044
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1418710790044
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1418710790044
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1418710790044
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1418710790044
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1418710790044
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1418710790044
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1418710790044
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1418710790044
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1418710790044
started,bundle,com.altera.sbtgui.core,14.0.0.209,"com.altera.sbtgui.core",1418710790044
started,bundle,com.altera.sbtgui.integration,14.0.0.209,"com.altera.sbtgui.integration",1418710790044
started,bundle,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch",1418710790044
started,bundle,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.project",1418710790044
started,bundle,com.altera.systemconsole,14.0.0.209,"com.altera.systemconsole",1418710790044
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.209,"com.altera.systemconsole.designs.plugin",1418710790044
started,bundle,com.altera.utilities,14.0.0.209,"com.altera.utilities",1418710790044
os,sysinfo,,,"win32",1418710790054
arch,sysinfo,,,"x86_64",1418710790054
ws,sysinfo,,,"win32",1418710790054
locale,sysinfo,,,"zh_TW",1418710790054
processors,sysinfo,,,"8",1418710790054
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1418710790054
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1418710790054
java.specification.name,sysinfo,,,"Java Platform API Specification",1418710790054
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1418710790054
java.specification.version,sysinfo,,,"1.6",1418710790054
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1418710790054
java.version,sysinfo,,,"1.6.0_23",1418710790054
java.vm.info,sysinfo,,,"mixed mode",1418710790054
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1418710790054
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1418710790054
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1418710790054
java.vm.specification.version,sysinfo,,,"1.0",1418710790054
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1418710790054
java.vm.version,sysinfo,,,"19.0-b09",1418710790054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418710791333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418710793089
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1418710793189
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1418710793209
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1418710795997
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1418710796001
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1418710796001
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1418710796002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418710796027
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418710826985
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1418710827005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418710834287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418711108401
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1418711110601
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1418711113351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418711116551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418711117311
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1418711117361
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1418711117411
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1418711117584
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1418711117584
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.209,"com.altera.debug.cdi.gdb.plugin",1418711117584
stopped,bundle,com.altera.sbtgui.launch,14.0.0.209,"com.altera.sbtgui.launch",1418711117584
stopped,bundle,com.altera.sbt4e.launch,14.0.0.209,"com.altera.sbt4e.launch",1418711117584
stopped,bundle,com.altera.sbtgui.ui,14.0.0.209,"com.altera.sbtgui.ui",1418711117584
stopped,bundle,com.altera.sbtgui.project,14.0.0.209,"com.altera.sbtgui.project",1418711117584
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1418711117584
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1418711117584
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1418711117584
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1418711117584
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1418711117584
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1418711117584
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1418711117584
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1418711117584
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1418711117584
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1418711117584
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1418711117584
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1418711117584
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1418711117584
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1418711117584
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1418711117584
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1418711117584
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1418711117594
